,address
10741,"Респ. Татарстан, г. Казань, ул. Портовая, д. 15"
10742,"Респ. Татарстан, г. Казань, ул. Портовая, д. 17"
10743,"Респ. Татарстан, г. Казань, ул. Портовая, д. 21"
10744,"Респ. Татарстан, г. Казань, ул. Портовая, д. 27 "
10745,"Респ. Татарстан, г. Казань, ул. Портовая, д. 27А"
10746,"Респ. Татарстан, г. Казань, ул. Поселковая, д. 12"
10747,"Респ. Татарстан, г. Казань, ул. Поселковая, д. 16"
10748,"Респ. Татарстан, г. Казань, ул. Поселковая, д. 29"
10749,"Респ. Татарстан, г. Казань, пер. Поселковый, д. 16"
10750,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 4"
10751,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 4А"
10752,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 8/19"
10753,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 9"
10754,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 10/20"
10755,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 11"
10756,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 13"
10757,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 14/7"
10758,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 15"
10759,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 16/8"
10760,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 17/9"
10761,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 19/10"
10762,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 20"
10763,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 21"
10764,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 21А"
10765,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 22"
10766,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 23"
10767,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 24"
10768,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 25"
10769,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 26"
10770,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 27"
10771,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 27/11"
10772,"Респ. Татарстан, г. Казань, ул. Правды (Дербышки), д. 28"
10773,"Респ. Татарстан, г. Казань, ул. Право-Булачная, д. 7"
10774,"Респ. Татарстан, г. Казань, ул. Право-Булачная, д. 9"
10775,"Респ. Татарстан, г. Казань, ул. Право-Булачная, д. 37"
10776,"Респ. Татарстан, г. Казань, ул. Право-Булачная, д. 47"
10777,"Респ. Татарстан, г. Казань, ул. Право-Булачная, д. 51"
10778,"Респ. Татарстан, г. Казань, ул. Пржевальского, д. 2"
10779,"Респ. Татарстан, г. Казань, ул. Пржевальского, д. 4"
10780,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 6"
10781,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 8"
10782,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 10"
10783,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 14"
10784,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 15"
10785,"Респ. Татарстан, г. Казань, пл. Привокзальная, д. 18"
10786,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 18"
10787,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 20"
10788,"Респ. Татарстан, г. Казань, пл. Привокзальная, д. 22"
10789,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 22"
10790,"Респ. Татарстан, г. Казань, пл. Привокзальная, д. 24"
10791,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 24"
10792,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 26"
10793,"Респ. Татарстан, г. Казань, пл. Привокзальная, д. 26"
10794,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 28"
10795,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 29"
10796,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 29 (дубль 1)"
10797,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 30"
10798,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 31"
10799,"Респ. Татарстан, г. Казань, пл. Привокзальная, д. 31"
10800,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 38"
10801,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 40"
10802,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 42"
10803,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 46"
10804,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 48"
10805,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 50"
10806,"Респ. Татарстан, г. Казань, ул. Привокзальная, д. 52"
10807,"Респ. Татарстан, г. Казань, ул. Приволжская, д. 98"
10808,"Респ. Татарстан, г. Казань, ул. Приволжская, д. 106"
10809,"Респ. Татарстан, г. Казань, ул. Приволжская, д. 124"
10810,"Респ. Татарстан, г. Казань, ул. Приволжская, д. 153"
10811,"Респ. Татарстан, г. Казань, ул. Приволжская, д. 155"
10812,"Респ. Татарстан, г. Казань, ул. Приволжская, д. 159"
10813,"Респ. Татарстан, г. Казань, ул. Приволжская (Аракчино), д. 153"
10814,"Респ. Татарстан, г. Казань, ул. Приволжская (Аракчино), д. 157"
10815,"Респ. Татарстан, г. Казань, ул. Приволжская (Аракчино), д. 159"
10816,"Респ. Татарстан, г. Казань, ул. Прирельсовая, д. 3"
10817,"Респ. Татарстан, г. Казань, ул. Прирельсовая, д. 9А"
10818,"Респ. Татарстан, г. Казань, ул. Пролетарская, д. 19"
10819,"Респ. Татарстан, г. Казань, ул. Пролетарская, д. 21"
10820,"Респ. Татарстан, г. Казань, ул. Промысловая, д. 5"
10821,"Респ. Татарстан, г. Казань, ул. Профессора Камая, д. 3"
10822,"Респ. Татарстан, г. Казань, ул. Профессора Камая, д. 5"
10823,"Респ. Татарстан, г. Казань, ул. Профессора Камая, д. 7"
10824,"Респ. Татарстан, г. Казань, ул. Профессора Камая, д. 8"
10825,"Респ. Татарстан, г. Казань, ул. Профессора Камая, д. 8а"
10826,"Респ. Татарстан, г. Казань, ул. Профессора Камая, д. 9"
10827,"Респ. Татарстан, г. Казань, ул. Профессора Камая, д. 12"
10828,"Респ. Татарстан, г. Казань, ул. Профессора Камая, д. 15"
10829,"Респ. Татарстан, г. Казань, ул. Профессора Камая, д. 15А"
10830,"Респ. Татарстан, г. Казань, ул. Профессора Камая, д. 17"
10831,"Респ. Татарстан, г. Казань, ул. Профессора Мухамедьярова, д. 29/8"
10832,"Респ. Татарстан, г. Казань, ул. Профессора Мухамедьярова, д. 34"
10833,"Респ. Татарстан, г. Казань, ул. Профессора Мухамедьярова, д. 42"
10834,"Респ. Татарстан, г. Казань, пер. Профессорский, д. 1/6"
10835,"Респ. Татарстан, г. Казань, пер. Профессорский, д. 3"
10836,"Респ. Татарстан, г. Казань, пер. Профессорский, д. 4"
10837,"Респ. Татарстан, г. Казань, пер. Профессорский, д. 5"
10838,"Респ. Татарстан, г. Казань, пер. Профессорский, д. 10а"
10839,"Респ. Татарстан, г. Казань, ул. Профсоюзная, д. 12"
10840,"Респ. Татарстан, г. Казань, ул. Профсоюзная, д. 44"
10841,"Респ. Татарстан, г. Казань, ул. Пугачева, д. 45"
10842,"Респ. Татарстан, г. Казань, ул. Пугачева, д. 45А"
10843,"Респ. Татарстан, г. Казань, ул. Пугачева, д. 47"
10844,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 3"
10845,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 5/43"
10846,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 14"
10847,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 16"
10848,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 24 "
10849,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 24"
10850,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 32"
10851,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 32А"
10852,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 54  "
10853,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 56"
10854,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 56Б"
10855,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 58 "
10856,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 58"
10857,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 78"
10858,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 78А"
10859,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 546"
10860,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 888"
10861,"Респ. Татарстан, г. Казань, ул. Пушкина, д. 111111"
10862,"Респ. Татарстан, г. Казань, ул. Рабочей молодежи, д. 9"
10863,"Респ. Татарстан, г. Казань, ул. Рабочей молодежи, д. 11"
10864,"Респ. Татарстан, г. Казань, ул. Рабочей молодежи, д. 22"
10865,"Респ. Татарстан, г. Казань, ул. Рауиса Гареева, д. 2"
10866,"Респ. Татарстан, г. Казань, ул. Рауиса Гареева, д. 4"
10867,"Респ. Татарстан, г. Казань, ул. Рауиса Гареева, д. 90, к. 1"
10868,"Респ. Татарстан, г. Казань, ул. Рауиса Гареева, д. 90, к. 2"
10869,"Респ. Татарстан, г. Казань, ул. Рауиса Гареева, д. 90, к. 3"
10870,"Респ. Татарстан, г. Казань, ул. Рауиса Гареева, д. 90, к. 4"
10871,"Респ. Татарстан, г. Казань, ул. Рауиса Гареева, д. 92"
10872,"Респ. Татарстан, г. Казань, ул. Рауиса Гареева, д. 94"
10873,"Респ. Татарстан, г. Казань, ул. Рауиса Гареева, д. 96"
10874,"Респ. Татарстан, г. Казань, ул. Рауиса Гареева, д. 98"
10875,"Респ. Татарстан, г. Казань, ул. Рахимова, д. 9"
10876,"Респ. Татарстан, г. Казань, ул. Рахимова, д. 11"
10877,"Респ. Татарстан, г. Казань, ул. Рахимова, д. 15"
10878,"Респ. Татарстан, г. Казань, ул. Рахимова, д. 17"
10879,"Респ. Татарстан, г. Казань, ул. Рахимова, д. 19"
10880,"Респ. Татарстан, г. Казань, ул. Рахимова, д. 21"
10881,"Респ. Татарстан, г. Казань, ул. Рахимова, д. 23"
10882,"Респ. Татарстан, г. Казань, ул. Рахимова, д. 25"
10883,"Респ. Татарстан, г. Казань, ул. Рахимова, д. 31"
10884,"Респ. Татарстан, г. Казань, ул. Рахимова, д. 33"
10885,"Респ. Татарстан, г. Казань, ул. Рахматуллина, д. 5/13"
10886,"Респ. Татарстан, г. Казань, ул. Рахматуллина, д. 6/94,5"
10887,"Респ. Татарстан, г. Казань, ул. Рахматуллина, д. 8/11"
10888,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 3"
10889,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 4"
10890,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 5"
10891,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 6"
10892,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 8/15"
10893,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 9"
10894,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 12"
10895,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 13"
10896,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 14"
10897,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 15"
10898,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 16"
10899,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 18"
10900,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 20"
10901,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 23/18"
10902,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 27"
10903,"Респ. Татарстан, г. Казань, ул. Рашида Вагапова, д. 29"
10904,"Респ. Татарстан, г. Казань, ул. Рашида Нежметдинова, д. 2"
10905,"Респ. Татарстан, г. Казань, ул. Революционная, д. 27"
10906,"Респ. Татарстан, г. Казань, ул. Революционная, д. 29"
10907,"Респ. Татарстан, г. Казань, ул. Революционная, д. 39"
10908,"Респ. Татарстан, г. Казань, ул. Революционная, д. 41"
10909,"Респ. Татарстан, г. Казань, ул. Революционная, д. 45"
10910,"Респ. Татарстан, г. Казань, ул. Революционная, д. 47"
10911,"Респ. Татарстан, г. Казань, ул. Революционная, д. 49"
10912,"Респ. Татарстан, г. Казань, ул. Революционная, д. 56"
10913,"Респ. Татарстан, г. Казань, ул. Революционная, д. 69"
10914,"Респ. Татарстан, г. Казань, ул. Революционная, д. 74"
10915,"Респ. Татарстан, г. Казань, ул. Революционная, д. 75"
10916,"Респ. Татарстан, г. Казань, ул. Революционная, д. 77"
10917,"Респ. Татарстан, г. Казань, ул. Революционная, д. 80"
10918,"Респ. Татарстан, г. Казань, ул. Речная, д. 13"
10919,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 1"
10920,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 2"
10921,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 3"
10922,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 4"
10923,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 5"
10924,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 5А"
10925,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 6"
10926,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 7"
10927,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 8"
10928,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 9"
10929,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 10"
10930,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 11"
10931,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 12"
10932,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 12А"
10933,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 13"
10934,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 13б"
10935,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 15"
10936,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 16"
10937,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 16А"
10938,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 17"
10939,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 18"
10940,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 19"
10941,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 21"
10942,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 23"
10943,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 24"
10944,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 25"
10945,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 28"
10946,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 30"
10947,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 30а"
10948,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 32, к. 1"
10949,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 32, к. 2"
10950,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 33"
10951,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 34"
10952,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 35"
10953,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 37"
10954,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 38"
10955,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 39"
10956,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 39а"
10957,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 40"
10958,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 41"
10959,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 42"
10960,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 43"
10961,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 44"
10962,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 46"
10963,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 47"
10964,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 47А"
10965,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 48"
10966,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 49"
10967,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 50"
10968,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 52"
10969,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 53"
10970,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 56"
10971,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 57/29"
10972,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 58"
10973,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 60"
10974,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 60а"
10975,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 61"
10976,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 63"
10977,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 65"
10978,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 67"
10979,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 70"
10980,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 72"
10981,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 74"
10982,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 75"
10983,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 76"
10984,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 77"
10985,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 78"
10986,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 81"
10987,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 82"
10988,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 83"
10989,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 84"
10990,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 85"
10991,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 86"
10992,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 87"
10993,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 88"
10994,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 89"
10995,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 90"
10996,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 92"
10997,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 93"
10998,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 93А"
10999,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 94"
11000,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 95"
11001,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 96"
11002,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 96А"
11003,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 97"
11004,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 99"
11005,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 100"
11006,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 100, к. 1"
11007,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 101"
11008,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 105"
11009,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 107"
11010,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 109"
11011,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 111"
11012,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 113"
11013,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 119"
11014,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге, д. 121"
11015,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге (Кадышево), д. 1"
11016,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге (Кадышево), д. 2"
11017,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге (Кадышево), д. 3"
11018,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге (Кадышево), д. 4"
11019,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге (Кадышево), д. 5"
11020,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге (Кадышево), д. 6"
11021,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге (Кадышево), д. 7"
11022,"Респ. Татарстан, г. Казань, ул. Рихарда Зорге (Кадышево), д. 8"
11023,"Респ. Татарстан, г. Казань, ул. Родины, д. 26Е"
11024,"Респ. Татарстан, г. Казань, ул. Родины, д. 29"
11025,"Респ. Татарстан, г. Казань, ул. Родины, д. 31"
11026,"Респ. Татарстан, г. Казань, ул. Родины, д. 33"
11027,"Респ. Татарстан, г. Казань, ул. Родины, д. 33Б, к. 1"
11028,"Респ. Татарстан, г. Казань, ул. Родины, д. 37"
11029,"Респ. Татарстан, г. Казань, ул. Роторная, д. 9"
11030,"Респ. Татарстан, г. Казань, ул. Роторная, д. 11"
11031,"Респ. Татарстан, г. Казань, ул. Роторная, д. 27"
11032,"Респ. Татарстан, г. Казань, ул. Роторная, д. 29"
11033,"Респ. Татарстан, г. Казань, ул. Рыбацкая, д. 4"
11034,"Респ. Татарстан, г. Казань, ул. Рыбацкая, д. 6"
11035,"Респ. Татарстан, г. Казань, ул. Сабан, д. 1"
11036,"Респ. Татарстан, г. Казань, ул. Сабан, д. 1А"
11037,"Респ. Татарстан, г. Казань, ул. Сабан, д. 2"
11038,"Респ. Татарстан, г. Казань, ул. Сабан, д. 2а"
11039,"Респ. Татарстан, г. Казань, ул. Сабан, д. 3"
11040,"Респ. Татарстан, г. Казань, ул. Сабан, д. 4"
11041,"Респ. Татарстан, г. Казань, ул. Сабан, д. 5"
11042,"Респ. Татарстан, г. Казань, ул. Сабан, д. 7"
11043,"Респ. Татарстан, г. Казань, ул. Сабан, д. 7А"
11044,"Респ. Татарстан, г. Казань, ул. Сабан, д. 7Б"
11045,"Респ. Татарстан, г. Казань, ул. Саид-Галеева, д. 3"
11047,"Респ. Татарстан, г. Казань, ул. Салиха Батыева, д. 1"
11048,"Респ. Татарстан, г. Казань, ул. Салиха Батыева, д. 5"
11049,"Респ. Татарстан, г. Казань, ул. Салиха Батыева, д. 7"
11050,"Респ. Татарстан, г. Казань, ул. Салиха Батыева, д. 9"
11051,"Респ. Татарстан, г. Казань, ул. Салиха Батыева, д. 11"
11052,"Респ. Татарстан, г. Казань, ул. Салиха Батыева, д. 13"
11053,"Респ. Татарстан, г. Казань, ул. Салиха Батыева, д. 15"
11054,"Респ. Татарстан, г. Казань, ул. Салиха Батыева, д. 17"
11055,"Респ. Татарстан, г. Казань, ул. Салиха Батыева, д. 19"
11056,"Респ. Татарстан, г. Казань, ул. Салиха Батыева, д. 21"
11057,"Респ. Татарстан, г. Казань, ул. Салиха Сайдашева, д. 15"
11058,"Респ. Татарстан, г. Казань, ул. Салиха Сайдашева, д. 19"
11059,"Респ. Татарстан, г. Казань, ул. Самарская, д. 4"
11060,"Респ. Татарстан, г. Казань, ул. Самарская, д. 4"
11061,"Респ. Татарстан, г. Казань, ул. Самарская, д. 6"
11062,"Респ. Татарстан, г. Казань, ул. Самарская, д. 6"
11063,"Респ. Татарстан, г. Казань, ул. Самарская, д. 8"
11064,"Респ. Татарстан, г. Казань, ул. Самарская, д. 8"
11068,"Респ. Татарстан, г. Казань, ул. Сары Садыковой, д. 7"
11069,"Респ. Татарстан, г. Казань, ул. Сары Садыковой, д. 10"
11070,"Респ. Татарстан, г. Казань, ул. Сары Садыковой, д. 20"
11071,"Респ. Татарстан, г. Казань, ул. Сары Садыковой, д. 22"
11072,"Респ. Татарстан, г. Казань, ул. Сары Садыковой, д. 22 "
11073,"Респ. Татарстан, г. Казань, ул. Сары Садыковой, д. 47"
11074,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 6, к. 1"
11075,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 6, к. 2"
11076,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 6, к. 3"
11077,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 8"
11078,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 10"
11079,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 12"
11080,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 16"
11081,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 16А"
11082,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 17"
11083,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 18"
11084,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 20, к. 1"
11085,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 20, к. 2"
11086,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 20, к. 3"
11087,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 20, к. 4"
11088,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 21"
11089,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 24"
11090,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 26"
11091,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 26А"
11092,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 28"
11093,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 29"
11094,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 30"
11095,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 32"
11096,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 32А"
11097,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 42"
11098,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 44"
11099,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 46"
11100,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 48"
11101,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 50"
11102,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 50а"
11103,"Респ. Татарстан, г. Казань, ул. Сафиуллина, д. 56"
11104,"Респ. Татарстан, г. Казань, ул. Сафьян, д. 5А"
11105,"Респ. Татарстан, г. Казань, ул. Сафьян, д. 6"
11106,"Респ. Татарстан, г. Казань, ул. Сафьян, д. 7"
11107,"Респ. Татарстан, г. Казань, ул. Сафьян, д. 8"
11108,"Респ. Татарстан, г. Казань, ул. Светлая, д. 17"
11109,"Респ. Татарстан, г. Казань, ул. Светлая, д. 18"
11110,"Респ. Татарстан, г. Казань, ул. Светлая, д. 19"
11111,"Респ. Татарстан, г. Казань, ул. Светлая, д. 20"
11112,"Респ. Татарстан, г. Казань, ул. Светлая, д. 21"
11113,"Респ. Татарстан, г. Казань, ул. Светлая, д. 22"
11114,"Респ. Татарстан, г. Казань, ул. Светлая, д. 24"
